編號,發布日期,職缺名稱,工作內容摘要,公司名稱,產業描述,最低薪資,最高薪資,學歷要求代碼清單,具體的軟硬體技能要求,目前應徵人數,工作連結
67,20260403,後端開發工程師《技術部》【台北事業處】,"一項雲端平台
● 有 IIS 部署與維運經驗，了解效能調校
● 具備 JavaScript / TypeScript 前端協作能力
● 有 Python 開發經驗（部分 AI 工具鏈使用）
● 有無障礙網站開發經驗（WCAG 2.1）
● 熟悉",千享國際企業股份有限公司,電腦軟體服務業,700000,9999999,大學以上,[],11,https://www.104.com.tw/job/8y628
68,20260401,【趨勢科技】 Applied AI_Sr. Backend Engineer 資深雲端開發工程師＿5/9 (六) 台北面談會,"3年以上軟體開發經驗，熟悉 Microservices 架構 與 RESTful API 設計。
 2. 熟悉使用 AWS、Azure 或 GCP 開發雲端服務。
 3. 熟悉 Golang 或 Python 程式語言。
 4. 具備 單元測試、",【企業專案招募】104未來無限整合招募中心,網際網路相關業,40000,55000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003080', 'description': 'Go'}]",54,https://www.104.com.tw/job/8zc8e
69,20260407,軟體工程師_14829,"python, shell script, batch script
3. Factory automation fixture, equipment, instrument SW control tools integration and",和碩集團_和碩聯合科技股份有限公司,電腦及其週邊設備製造業,32000,62000,大學以上,"[{'code': '12001003008', 'description': 'C'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003091', 'description': 'OpenCV'}]",6,https://www.104.com.tw/job/8vhcx
70,20260210,AI系統應用工程師,"長右列工具：Python、R、Tensorflow、Pytorch等。
2. 熟悉 Python 程式設計與 Machine Learning 開發經驗。
3. 熟悉深度學習框架，如 : Pytorch等。
4. 熟悉並實作過深度學習網路架構",嘉實資訊股份有限公司,網際網路相關業,40000,55000,碩士,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001003078', 'description': 'R'}]",6,https://www.104.com.tw/job/6bicx
72,20260327,資料科學/深度學習工程師  Data Scientist / Deep Learning Engineer,"資料來優化機器人的工作，包含但不限於路徑規劃，定位技術，異常檢測等等。
3. 研究並導入最前沿的電腦視覺技術
4. 優化並佈署模型於局端裝置

工作專業:
1. 熟悉Python 與機器學習或資料分析工具套件
2. 有資料分析，機器學習專案實作經驗",優式機器人股份有限公司,消費性電子產品製造業,40000,55000,碩士以上,"[{'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}]",17,https://www.104.com.tw/job/86auy
73,20260224,Coding AI Workflow Integration Analyst,"python sql, c++ and working experience in using gemini3 and Claude to integrate work flow.

English and financial experience",MMA PAN ASIA FUND_美商恩暐有限公司,其他金融及輔助業,50000,50000,專科以上,"[{'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}]",1,https://www.104.com.tw/job/8ya50
74,20260401,中華經濟研究院第一研究所誠徵專任計畫助理與計畫輔佐研究員1～2名（國內外經濟、財金、統計、數學等相關學系研究所畢業）,"能源、電力、減碳相關議題研究經驗者尤佳。
3、具基礎程式語言撰寫能力（R或Python），或具資料科學分析經驗尤佳。
3、具全民英檢中級（含）以上英文能力，並檢附英文能力證明文件。
4、熟悉文書作業軟體（Excel、Word及PowerPoint）",財團法人中華經濟研究院,其他教育服務業,38200,43900,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}]",3,https://www.104.com.tw/job/8jf4u
75,20260401,Power BI Engineer,"1. Python coding, Microsoft Power BI and Excel, and Database capabilities
2. Server system HW/SW architecture knowledge
3.",台灣聚引移動有限公司,其它軟體及網路相關業,40000,55000,專科以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001011012', 'description': 'Power BI\u200b'}]",3,https://www.104.com.tw/job/8y23h
76,20260331,Azure 雲端維運工程師 Azure Cloud Operations & Maintenance Engineer,"置經驗（GitHub Actions 或 Azure DevOps Pipelines）
- 熟悉監控和日誌分析工具（Azure Monitor、Log Analytics、Microsoft Sentinel）
- 具備 Python 或",未來巢科技股份有限公司,電腦軟體服務業,600000,1200000,大學以上,"[{'code': '12001001020', 'description': 'Shell'}, {'code': '12001001007', 'description': 'Linux'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001007075', 'description': 'VPN'}, {'code': '12003002021', 'description': 'RTSP'}]",1,https://www.104.com.tw/job/8yurr
78,20260405,EdTech (教育科技) 研發工程師,"維護資料庫（Database）安全性與備份機制。

2. 網頁及應用程式應用開發及維護

3. 程式教學與指導 (Programming Instruction)：
教授 Python 或 Web Development 相關課程（對象主要為國高",GEMS Academy勤思國際文理_勤思國際有限公司,補習班,40000,55000,大學以上,"[{'code': '12001002016', 'description': 'Github'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001006013', 'description': 'HTML'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006032', 'description': 'CSS'}, {'code': '12001003097', 'description': 'LLM'}]",3,https://www.104.com.tw/job/8dfmd
79,20260326,後端工程師 Backend Engineer,"工作內容： 
（1）與前後端工程師協作，設計並開發高效能、高可用的後端應用程式。 
（2）以敏捷方法協作，參與設計、原型製作和測試。
（3）改善現有的 CI/CD流程。
（4）主管交辦事項。
 
職務技能需求： 
（1）具獨立以Python開發",海爾雲端科技股份有限公司,電腦軟體服務業,38000,60000,大學,"[{'code': '12001002016', 'description': 'Github'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001004039', 'description': 'PostgreSQL'}]",7,https://www.104.com.tw/job/8jzp4
80,20260407,【STAFF】ERP/PLM系統流程規劃設計師 (台北),"試與應用推廣，結合文件處理、知識管理、資料分析或自動化技術，協助提升作業效率與決策品質，推動 AI 在企業營運場景中的實際落地。

4.Python 爬蟲開發與市場情報蒐集
利用 Python 撰寫爬蟲腳本，協助建置「戰情平台」，整合市場情報，輔助",士林電機廠股份有限公司,電力機械器材製造修配業,35000,60000,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001004031', 'description': 'MS SQL'}, {'code': '12001004038', 'description': 'PL/SQL'}, {'code': '12006001008', 'description': 'Oracle ERP'}, {'code': '12006001016', 'description': '鼎新'}]",5,https://www.104.com.tw/job/7xem0
81,20260407,實習 - AI 專案經理實習生 - AI Project Manager (PM) Intern,"試
- 編寫各類產品需求、開發產品文件和使用者指南
- 提供 AI 市場洞見、參與公司產品戰略制定

▋【具備條件】
- 熟悉產品開發、發佈與管理流程，具備 Scrum 開發框架 。
- 理解基礎 Python 概念，享受嘗試新方法，對於新工具、技",思邁智能股份有限公司,電腦軟體服務業,200,9999999,大學以上,"[{'code': '12001003045', 'description': 'Python'}, {'code': '12001008013', 'description': 'Project'}]",5,https://www.104.com.tw/job/8t2nj
82,20260331,程式腳本維運工程師（專業服務部V組）,"1. 安裝不同類型的研究開發軟體(PowerShell與Python)。
2. 定期提供資訊維運服務管理報表(Bug list)。
3. 良好的分析和解決問題的能力。 
4. 按照標準處理流程進行相關作業，負責任和配合度高。
5. 支援使用者資訊",中菲電腦股份有限公司,電腦軟體服務業,40000,55000,專科以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001001020', 'description': 'Shell'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001005017', 'description': 'Vmware'}, {'code': '12001005023', 'description': 'AWS'}, {'code': '12001008003', 'description': 'Excel'}]",2,https://www.104.com.tw/job/8bqzx
85,20260402,軟韌體(助理)工程師,"Language C, C++, Python, bash shell, YANG

SONiC Switch software engineer (Application) :
•Develop Utilities Application, like",星眾科技股份有限公司,其他電信及通訊相關業,35000,45000,大學以上,"[{'code': '12001003010', 'description': 'C++'}, {'code': '12001003045', 'description': 'Python'}]",3,https://www.104.com.tw/job/8zq1f
87,20260407,[台北/高雄] 後端工程師 Backend Engineer (Python/Django),"for future use

What Skill/Experience You Must Have:
▸ Proficient in Python and Experience Python web frameworks (We use","Linker Vision Co., Ltd._鑫蘊林科股份有限公司",電腦軟體服務業,50000,80000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001004039', 'description': 'PostgreSQL'}, {'code': '12001006017', 'description': 'JavaScript'}, {'code': '12001006043', 'description': 'Django'}]",28,https://www.104.com.tw/job/7izdv
88,20260407,總經理室特助,"強(請說明)
3.喜歡閱讀(英文尤佳)
4.對心理、歷史、哲學、統計任一有經驗或興趣學習者
5.對寫程式有經驗(python尤佳)
6.喜歡探究新事物
7.對數據分析、機器學習、人工智能、系統規劃有興趣
8.溝通、表達、協調力強(請說明)
9.能面",網路中文資訊股份有限公司,網際網路相關業,29500,46000,學歷不均,"[{'code': '12001003045', 'description': 'Python'}]",1,https://www.104.com.tw/job/7zcu0
89,20260401,【2026 Infineon Intern Program】 Distribution Sales Intern (Technical Enablement Intern),"maintainable code for embedded systems and tools (e.g., C/C++, Python) and leveraging AI-assisted code generation to accelerate",台灣英飛凌科技股份有限公司,半導體製造業,30000,30000,大學以上,[],23,https://www.104.com.tw/job/8ypld
91,20260401,[行政]生成式AI工程師,"5. 能針對各種應用情境進行需求拆解與分析。
6. 積極參與跨部門溝通與協作，確保專案順利達成目標。
7. 熟悉 Git 版本控制的基本操作。

加分條件：
1. 熟悉 Python，並具備 FastAPI 與 VLLM 的實務經驗。
2. 具備",新光醫院_新光醫療財團法人新光吳火獅紀念醫院,醫院,41355,70000,大學以上,"[{'code': '12001002018', 'description': 'Git'}, {'code': '12001003086', 'description': 'PyTorch'}, {'code': '12001003087', 'description': 'tensorflow'}]",4,https://www.104.com.tw/job/8bxxi
96,20260407,Proptech/Fintech資料科學家/AI 機器學習工程師,"參與過資料視覺化相關專案開發
5. 參與過AI、機器學習相關專案開發
6. 使用 Python、Pandas 及 Django 經驗
7. 開發過 API 系統
8. 有大型語言模型LLM、RAG、NLP等相關專案開發經驗

【加分項目】
1. 參",九天資產管理股份有限公司,不動產經營業,900000,9999999,大學以上,"[{'code': '12001003045', 'description': 'Python'}]",9,https://www.104.com.tw/job/8tfmd
98,20260403,AI應用網站開發工程師 (Python),"經驗，職務主要專注於開發網站系統中的 AI 應用模組，需要接觸前、後端開發 (Python、VueJs、React)

【加分條件】
1.有本地 LLM 部署與推理經驗（如 Ollama / vLLM / GPU 推理環境建置）
2.了解新一代",台灣智園有限公司,電腦軟體服務業,40000,55000,大學以上,"[{'code': '12001001007', 'description': 'Linux'}, {'code': '12001001008', 'description': 'Mac OS'}, {'code': '12001002018', 'description': 'Git'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001004032', 'description': 'MySQL'}, {'code': '12001006032', 'description': 'CSS'}, {'code': '12001006033', 'description': 'Sass'}, {'code': '12001006034', 'description': 'Node.js'}, {'code': '12001006037', 'description': 'AngularJS'}, {'code': '12001006038', 'description': 'VueJS'}, {'code': '12001006036', 'description': 'ReactJS'}]",27,https://www.104.com.tw/job/8yavx
99,20260407,機器視覺工程師,"1.視覺軟體開發
2.使用 c# .net / python 進行開發
3.使用 halcon / opencv 開發
4. 負責系統研發與軟體設計。
5. 分析與解決系統設計的相關問題。
6. 負責新技術與製程之開發（如：影像處理技術、先進顯示",三向科技有限公司,電力機械器材製造修配業,50000,80000,專科以上,"[{'code': '12001003009', 'description': 'C#'}, {'code': '12001003045', 'description': 'Python'}, {'code': '12001003066', 'description': 'Visual Studio'}]",4,https://www.104.com.tw/job/860sx
101,20260401,雲端量子技術工程師_I00026225,"應用團隊合作推動量子技術專案。

能力要求：
熟悉 Python 程式設計與基本資料分析工具。
具量子運算基礎概念，了解 Qiskit 或 PennyLane 尤佳。
具基本密碼學與資訊安全概念，了解 PQC 技術尤佳。
熟悉雲端平台基本架構並具良",國泰金控_國泰金融控股股份有限公司,金融控股業,40000,55000,學歷不均,"[{'code': '12001005023', 'description': 'AWS'}, {'code': '12001003045', 'description': 'Python'}]",4,https://www.104.com.tw/job/8zrc0
103,20260305,自營部交易員(專屬資訊人員_系統管理工程師),"Python
	Visual Studio
	MySQL
	Excel
	PowerPoint
	Word
	PowerPoint
	Word",凱基期貨股份有限公司,證券及期貨業,40000,70000,大學以上,"[{'code': '12001004032', 'description': 'MySQL'}, {'code': '12001008003', 'description': 'Excel'}, {'code': '12001008012', 'description': 'PowerPoint'}, {'code': '12001008016', 'description': 'Word'}, {'code': '12001003009', 'description': 'C#'}, {'code': '12001003010', 'description': 'C++'}, {'code': '12001003066', 'description': 'Visual Studio'}, {'code': '12001003045', 'description': 'Python'}]",2,https://www.104.com.tw/job/854wh
